csv_no,place_id,naver_name,naver_address,derma_specialist_count,operating_hours_json,lunch_break,last_order,closed_days_json,amenities_json,parking_available,parking_detail,description,nearest_subway_json,road_guide,homepage_url,booking_url,talktalk_url,instagram_url,blog_url,youtube_url,kakao_url,other_links_json,photo_count,home_url,information_url,photo_page_url,crawl_status,crawl_started_at,crawl_completed_at,error_messages_json
2566,697516747,메이퓨어의원 부산덕천점,부산광역시 북구 만덕대로 16 8층,0,"{""수"": ""10:30~20:30"", ""목"": ""10:30~20:30"", ""금"": ""10:30~20:30"", ""토"": ""10:00~17:00"", ""_note"": ""휴진일에도 카톡 플러스 친구 @메이퓨어의원 상담가능""}",,"{""수"": ""20:00"", ""목"": ""20:00"", ""금"": ""20:00"", ""토"": ""16:30""}","[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (휴무)"", ""화(2/17) (휴무)""]","[""예약"", ""남/녀 화장실 구분"", ""무선 인터넷""]",0,주차 주차 불가,"* 문의 : 카카오톡 채널 '메이퓨어 부산'
-> 매주 이벤트 소식 업로드

*예약 : 카카오톡 채널 '메이퓨어 예약센터' 또는 네이버 예약
-> 기다림 없이 간편하게 예약/조회/변경/취소 가능

메이퓨어는 '내 가족에게 하지 못할 시술은 고객에게 하면 안 된다'는 철학으로 시작했습니다. 원장, 직원, 이들의 가족 모두 고객 여러분과 동일하게 시술을 받고 있습니다.

10년 이상의 오래된 경력과 전국 42개 이상 지점의 노하우를 바탕으로 개인에 특별화된 시술 및 진료를 해드리겠습니다. 메이퓨어 부산덕천점에 다녀가시고 행복한 시간 되시길 저희 모두 최선을 다하겠습니다.

진료 및 시술 내용:

[1] 스킨부스터

- 리비힐 : 오직 메이퓨어에서만 만나볼 수 있는 피부 고민별 맞춤 처방. 인체지방유래 줄기세포 배양액.
1. 엑소좀 (손상된 피부에 대한 강력한 안티에이징)
2. 엘라스틱 (탄력 및 리프팅 효과)
3. 샤이닝 (속부터 차오르는 광채)

- 멜라듀스 : 오직 메이퓨어에서만 만나볼 수 있는 미백, 기미 개선 특화 스킨 부스터. 비타민C, 글루타치온, 트라넥삼산 등 피부를 하얗고 밝게 만드는 성분들로 배합

- 리쥬란 : 지치고 손상된 피부 컨디션을 빠르게 회복시켜 주는 피부 재생 스킨부스터. 연어에서 추출한 피부 재생 물질인 폴리뉴클레오타이드(PN)

- 판토딜 : 올인원 탈모케어 / 100% 모발 영양성분만을 담은 탈모치료제

- 엘라비에 리투오(ELRAVIE RE2O): 피부 속 ECM 성분을 보충해 피부결,탄력,모공 개선을 돕는 피부 구조 강화 시술.

- 비타란(VITARAN): 고순도 폴리뉴클레오타이드(PN) 성분으로 피부 컨디션, 탄력, 장벽 회복을 돕는 피부 재생 시술.

[2] 리프팅
- 슈링크 유니버스 : 강한 초음파 에너지를 피 부속에 전달하여 피부 탄력 및 쳐짐을 개선. 빠른 시술 시간으로 통증 감소

- 인모드 / 바디 인모드 : 지방을 줄여 윤곽을 정리하는 FX모드. 피부 탄력과 피부 결을 개선하는 FORMA모드

[3] 보톡스

- 주름 보톡스 (이마 / 미간 / 눈가 / 자갈턱 / 콧볼)

- 사각턱 보톡스

- 바디 보톡스 (종아리 / 승모근)

- 다한증 보톡스

- 스킨 보톡스 (더모톡신)

[4] 필러 (아띠에르, 뉴라미스, 벨로테로)

- 코 / 이마 / 관자 / 눈밑 / 볼 / 팔자주름 / 마리오네트주름 / 턱끝

- 입술볼륨 / 입꼬리[5] 피부 레이저 : 색소, 모공, 피부결 개선

- 피코토닝 / 피코MLA토닝

- 피코프락셀 / CO2프락셀

- 레이저토닝 / IPL / 제네시스

- 점 / 사마귀 / 검버섯 / 쥐젖 / 비립종 / 한관종 제거

[6] 지방파괴 컷슬린 인젝션

- 오직 메이퓨어에서만 만나볼 수 있는 안전한 지방분해 주사

- 이중턱 / 심부볼 / 팔자 윗살 / 눈밑

- 팔뚝 / 복부 / 옆구리 / 브라라인

- 허벅지 / 종아리 / 발목[7] 여드름 / 여드름 흉터

- 카프리 레이저

- 여드름 베이직 (압출관리) / PDT

- 염증주사 / 아쿠아필 / 알라딘필

[8] 스킨케어

- 트리플 LDM (물방울 리프팅)

- 미백관리 / 수분관리 / 재생관리 / 고주파관리

[9] 레이저 제모 : 피부 손상 없이 빠르고 깔끔한 클라리티 II 레이저 제모

- 여성/남성 제모 (얼굴/바디)
*겨드랑이 / 인중 / 미간 / 하관 전체 / 종아리 / 허벅지 / 다리 전체 / 팔 하완 / 팔 전체 / 손등 손가락 / 발등 발가락 / 헤어라인 / 뒷목 / 얼굴 전체

[10] 보험 진료

- 여러가지 피부 진료 및 간단한 처치

- 여드름 / 탈모 / 습진 / 티눈 / 내성발톱 / 무좀 / 대상포진 / 피부염 / 아토피 / 사마귀 / 옴 / 칸디다증","[{""name"": ""덕천역"", ""exit"": ""9"", ""walk_time_min"": 1, ""distance_m"": 14, ""lines"": [""2호선"", ""3호선""]}]","부산 2,3호선 덕천역 9번출구 바로 앞 레몬약국 건물 8층 올라오시면됩니다",https://www.maypureclinic.com/ko/,https://m.booking.naver.com/booking/13/bizes/1082251,,https://www.instagram.com/maypure_clinic,https://blog.naver.com/moonmay16,,,"[""https://www.facebook.com/maypureclinic""]",9,https://m.place.naver.com/hospital/697516747/home,https://m.place.naver.com/hospital/697516747/information,https://m.place.naver.com/hospital/697516747/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:22:46.502212,2026-02-11T11:23:21.691669,[]
2567,1456913668,미미썸의원 부산덕천점,"부산광역시 북구 만덕대로 33 2층, 3층",0,"{""월"": ""10:00~20:00"", ""수"": ""10:00~20:00"", ""목"": ""10:00~20:00"", ""금"": ""10:00~20:00"", ""토"": ""10:00~16:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""화(2/17) (설날 휴무)"", ""설날 (02/17~None)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""대기공간"", ""간편결제"", ""주차""]",1,주차 주차가능 무료,"아름다움을 위한 현명한 선택, 미미썸의원 덕천점은 신뢰와 약속을 가장 중요시합니다.

1. 믿을 수 있는 성형외과/피부과/비만의 명쾌한 솔루션
- 자연스럽고 아름다운 결과를 위한 의료진의 노력은 멈추지 않습니다.

2. 치료의 품격, 원장님과 1:1 맞춤 시술
- 미미썸의원을 방문해주신 모든분들을 위해
품격있는 진료, 고급스러운 환경을 제공할 것을 약속합니다.

3. 미미썸의원은 변화와 트렌드에 앞장섭니다.
- 시대의 흐름에 따라 바뀌는 다양한 시술로
환자의 요구를 수용하고 증상 개선을 위해 노력합니다.","[{""name"": ""덕천역"", ""exit"": ""12"", ""walk_time_min"": 3, ""distance_m"": 211, ""lines"": [""3호선"", ""2호선""]}]","덕천역 12번 출구에서 나와 200M 직진하면 좌측에 보이는 덕천 농협 건물 2,3층 입니다.",https://mimisome.com/clinic/store.php?st_id=70,https://m.booking.naver.com/booking/13/bizes/1290193,http://talk.naver.com/w3w03bd?frm=mnmb,https://www.instagram.com/mimisome_busan,https://blog.naver.com/mimisome_busan,,,"[""https://mimisome.com/reservation/appoint.php""]",81,https://m.place.naver.com/hospital/1456913668/home,https://m.place.naver.com/hospital/1456913668/information,https://m.place.naver.com/hospital/1456913668/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:23:25.477203,2026-02-11T11:24:16.297477,[]
2568,13141313,쉬즈라인의원 덕천,부산광역시 북구 만덕대로 22,0,"{""월"": ""09:30~20:00"", ""수"": ""09:30~20:00"", ""목"": ""09:30~20:00"", ""금"": ""09:30~20:00"", ""토"": ""09:30~15:30"", ""_note"": ""10/6-7일 추석연휴 휴진입니다.""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""화(2/17) (설날 휴무)"", ""설날 (02/17~None)""]",,,,"쉬즈라인은 병원에 발을 내 딛는 순간부터 환자 한 분 한 분이 인생의 주인공으로서 진정한 행복을 느낄 수 있도록 아름답고 건강한 삶을 위해 최선을 다하는 부산 덕천, 화명동에 위치한 쉬즈라인의원(진료과목: 피부과 성형외과) 입니다.

<진료과목>
눈성형/안티에이징/필러/보톡스/피부/레이저/비만/리프팅클리닉
비만클리닉/성형클리닉/피부클리닉","[{""name"": ""덕천역"", ""exit"": ""9"", ""walk_time_min"": 2, ""distance_m"": 139, ""lines"": [""2호선"", ""3호선""]}]","덕천동 지하철역 9번 출구 앞, 폴라렉스 맞은 편, 버스 - 200번, 126번, 111번, 8번.",https://szlinedc.com,,http://talk.naver.com/wingt6f?frm=mnmb,,,,,,5,https://m.place.naver.com/hospital/13141313/home,https://m.place.naver.com/hospital/13141313/information,https://m.place.naver.com/hospital/13141313/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:24:20.642107,2026-02-11T11:24:48.547143,[]
2569,1578993908,바로그의원 덕천,부산광역시 북구 만덕대로 24 4층,-1,"{""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~21:00"", ""토"": ""10:00~15:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]",,,,"바로그의원 덕천 (진료과목 피부과성형외과)

보톡스, 필러, 리프팅, 피부레이저, 비만 시술을 하고 있습니다.
정품정량 시술, 첨단 레이저 장비 다수 보유, 개인 맞춤형 시술로
만족스러운 결과를 드리기 위해 최선을 다하겠습니다.","[{""name"": ""덕천역"", ""exit"": ""9"", ""walk_time_min"": 2, ""distance_m"": 103, ""lines"": [""2호선"", ""3호선""]}]",,https://barogclinic.com/branch/br03/subindex.php,,,https://www.instagram.com/barg.clinic,https://blog.naver.com/xenasherman,,,"[""https://www.facebook.com/lovelyfacebeautiful""]",10,https://m.place.naver.com/hospital/1578993908/home,https://m.place.naver.com/hospital/1578993908/information,https://m.place.naver.com/hospital/1578993908/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:24:54.083623,2026-02-11T11:25:24.763847,[]
2570,,아라의원,울산광역시 동구 방어진순환도로 574 이오빌딩 3층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2571,1178471369,동산라벨라의원,부산광역시 금정구 중앙대로1945번길 12,-1,"{""목"": ""09:30~19:00"", ""금"": ""09:30~19:00"", ""토"": ""09:30~13:00""}",12:30~14:00,,"[""수 (정기휴무 (매주 수요일))"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]",,,,,"[{""name"": ""두실역"", ""exit"": ""7"", ""walk_time_min"": 2, ""distance_m"": 89, ""lines"": [""1호선""]}, {""name"": ""남산역"", ""exit"": ""1"", ""walk_time_min"": 12, ""distance_m"": 787, ""lines"": [""1호선""]}]",,https://app.map.naver.com/panorama/?id=TI6PIVuQDQpLmcF40ah2PA&holder=place&heading=-20.41&tilt=10.00&fov=120,,,,,,,,0,https://m.place.naver.com/hospital/1178471369/home,https://m.place.naver.com/hospital/1178471369/information,https://m.place.naver.com/hospital/1178471369/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:25:30.862035,2026-02-11T11:25:58.412196,[]
2572,,닥터에스의원,경상남도 창원시 진해구 안골로 336 형제빌딩 2층 201호,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2573,,여수메카미의원,전라남도 여수시 신월로 807 중앙연합의원빌딩 2층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2574,1326366129,새나의원,부산광역시 북구 백양대로 1011 2층,0,"{""수"": ""10:00~19:00"", ""목"": ""14:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~15:00""}",13:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""대기공간"", ""무선 인터넷"", ""예약"", ""남/녀 화장실 구분"", ""단체 이용 가능"", ""간편결제"", ""주차""]",1,주차 주차가능 무료,"'새'롭게, '나'답게!
high-end aesthetic medical lounge

부산 북구 구남/모라/덕천 피부과,
새나의원입니다.

* 세브란스 출신 가정의학과 전문의
* 여의사 진료
* 정품정량 사용
* 1:1 맞춤형 프라이빗 케어

* 카카오톡 채널 ID : 새나의원
* 인스타그램 : saenaclinic","[{""name"": ""구남역"", ""exit"": ""1"", ""walk_time_min"": 2, ""distance_m"": 131, ""lines"": [""2호선""]}]","* 지하철 2호선 구남역 1번 출구에서 도보 1분

* 건물 정면에서 우측에 주차장 입구가 있습니다.
* 주차 무료",https://www.saenaclinic.kr/,https://m.booking.naver.com/booking/13/bizes/1142346,,https://www.instagram.com/saenaclinic,,,,,20,https://m.place.naver.com/hospital/1326366129/home,https://m.place.naver.com/hospital/1326366129/information,https://m.place.naver.com/hospital/1326366129/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:26:04.040970,2026-02-11T11:26:35.951727,[]
2575,37873143,엘린의원 구서,부산광역시 금정구 중앙대로1841번길 2 유원타워 2층,0,"{""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""14:00~20:30"", ""토"": ""10:00~14:00""}",12:30~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""대기공간"", ""주차""]",1,주차 주차가능 무료,"아름다움을 위한 끊임없는 연구,
엘린의원입니다.

방문하신 모든 분들이 만족할 수 있도록
안전을 최우선으로 하며,
만족스러운 의료 서비스를 제공하도록
노력하고 있습니다.

[피부클리닉]
- 여드름/흉터/색소/피부질환/제모/문신제거
- 악센토N, LDM, CO2 프락셀, LED, 롱펄스 제모 레이저 등 다양한 레이저 장비

[쁘띠클리닉]
- 보톡스(스킨/바디)/필러/스킨부스터
- 리쥬란 HB 플러스, 뉴라미스 스킨인핸서, 엑소좀 등 다양한 쁘띠 시술 프로그램

[안티에이징클리닉]
- 실리프팅/고주파&초음파리프팅/항노화주사
- 연령대별 1:1 개인 맞춤 시술
- 세르프, 리니어지, 인트라셀 등 다양한 리프팅 장비

의료인의 양심을 지키며
오직 고객을 위하는 마음으로
정확한 진료와 시술을 행하겠습니다.","[{""name"": ""구서역"", ""exit"": ""4"", ""walk_time_min"": 3, ""distance_m"": 142, ""lines"": [""1호선""]}]","구서역 4번출구 앞 유원타워 2층

찾아오시는 길이 어려울 경우
원내로 전화문의 주시면
친절한 안내를 도와드리겠습니다. ^^",http://www.lryn.co.kr/,,,,,,http://pf.kakao.com/_MwmYM/chat,,10,https://m.place.naver.com/hospital/37873143/home,https://m.place.naver.com/hospital/37873143/information,https://m.place.naver.com/hospital/37873143/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:26:45.926250,2026-02-11T11:27:16.461533,[]
2576,1934050331,미의원,부산광역시 금정구 금정로 83 2층 미의원,-1,"{""수"": ""09:45~18:00"", ""목"": ""09:45~18:00"", ""금"": ""09:45~19:45"", ""토"": ""09:45~14:00"", ""_note"": ""매월 2째주 토요일 휴진 (변경가능)""}",12:30~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]",,0,주차 주차 불가,"접수 마감시간은 진료 상황에 따라 변경 될 수 있습니다.
(휴진과 진료시간은 변경 될 수 있으니 전화로 확인 하시고 내원 부탁드립니다.)","[{""name"": ""부산대역"", ""exit"": ""3"", ""walk_time_min"": 7, ""distance_m"": 402, ""lines"": [""1호선""]}]","부산대 지하철에서 부산대 정문으로 향하고 부산은행 사거리에서 장전동방향으로 80m정도에 2층에 있습니다.
매월 2째주 토요일 휴진입니다.
접수 마감시간은 진료 상황에 따라 변경 될 수 있습니다.
(휴진과 진료시간은 변경 될 수 있으니 전화로 확인하시고 내원 부탁드립니다.)",,,,,,,,,1,https://m.place.naver.com/hospital/1934050331/home,https://m.place.naver.com/hospital/1934050331/information,https://m.place.naver.com/hospital/1934050331/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:27:19.938619,2026-02-11T11:27:47.558920,[]
2577,1200513941,뷰티203의원,"부산광역시 금정구 부산대학로 53 2층, 3층",0,"{""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~20:30""}",13:00~14:00,,"[""토(2/14) (휴무)"", ""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""주차""]",1,"주차 주차가능 무료 부산광역시 금정구 장전동 420-1
(진료 시 주차비 지원 / 상담만 진행 시 미지원)

※ 중형 SUV 차량 (쏘렌토,투싼,코란도) 타워주차 이용 가능
※ 대형차량 (제네시스 G80,카니발 등) 주차 불가","안녕하세요 :)
부산대피부과 뷰티203의원입니다.

뷰티203은 다양한 레이저 장비 보유를 하고 있으며,
획일화된 시술이 아닌, 1:1 퍼스널컨설팅을 통한 개인 맞춤 진료 프로세스로 만족스러운 시술 제공을 약속합니다.

품격있는 아름다움이 시작되는 곳, 뷰티203","[{""name"": ""부산대역"", ""exit"": ""3"", ""walk_time_min"": 7, ""distance_m"": 398, ""lines"": [""1호선""]}, {""name"": ""장전역"", ""exit"": ""1"", ""walk_time_min"": 16, ""distance_m"": 875, ""lines"": [""1호선""]}]",부산대학교 사거리 배스킨라빈스31 건물 2-3층,http://beauty203.com,https://m.booking.naver.com/booking/13/bizes/876344,,https://www.instagram.com/beauty_.203/,https://blog.naver.com/agansan21,,,,11,https://m.place.naver.com/hospital/1200513941/home,https://m.place.naver.com/hospital/1200513941/information,https://m.place.naver.com/hospital/1200513941/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:27:53.582601,2026-02-11T11:28:36.581829,[]
2578,1881632977,제니크의원 부산대점,부산광역시 금정구 부산대학로 49 4층,-1,"{""수"": ""10:00~20:00"", ""목"": ""10:00~19:30"", ""금"": ""10:00~20:00"", ""토"": ""10:00~15:00""}","{""수"": ""13:00~14:30"", ""목"": ""13:00~14:00"", ""금"": ""13:00~14:30""}",,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)"", ""대체공휴일(삼일절) (03/02~None)""]","[""무선 인터넷"", ""간편결제"", ""주차""]",1,주차 주차가능 무료,"가장 이상적인 아름다움, 제니크의원 부산대점(구.센텀 린의원)입니다.

획일적인 아름다움의 틀을 깨고 개인이 가진 교유한 아름다움을 찾을 수 있도록 가장 적합한 솔루션을 제공합니다.","[{""name"": ""부산대역"", ""exit"": ""3"", ""walk_time_min"": 6, ""distance_m"": 365, ""lines"": [""1호선""]}]","부산대역 3번 출구 방향, 부산대학로 오션프라자 4층",https://www.jennyque.kr/,,,,,,,,1,https://m.place.naver.com/hospital/1881632977/home,https://m.place.naver.com/hospital/1881632977/information,https://m.place.naver.com/hospital/1881632977/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:28:43.200600,2026-02-11T11:29:10.025156,[]
2579,32082694,브이엘의원,부산광역시 금정구 부산대학로 47 올리브영 5층,0,"{""수"": ""10:00~17:00"", ""목"": ""10:00~17:00"", ""금"": ""10:00~17:00"", ""토"": ""10:00~13:00"", ""_note"": ""당일 예약 상황에 따라 조기 종료될 수 있습니다.""}",12:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""화(2/17) (설날 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분""]",,,"VL은 자연스러우면서 곱게 나이드는 슬로우 에이징 시술을 지향합니다.

부분보다는 전체를 보면서 잠깐의 만족보다는
장기적으로 자연스러운 경과를 위한 시술을 지향합니다.

주름 디자인 보톡스
풀페이스, 하트존, 상안면, 티존

브이올 탄력 리프팅
브이로 어드밴스(초음파+고주파), 리프토닝(초음파), 재생 복합 레이저

피부 복합 레이저
톤&결, 재생, 여드름, 여드름 흉터

근육, 침샘 디자인 보톡스
사각턱, 귀밑샘, 승모근, 종아리

꺼진 부위에 필러나, 처진 부위를 당기는 시술은 하지 않습니다.","[{""name"": ""부산대역"", ""exit"": ""3"", ""walk_time_min"": 5, ""distance_m"": 325, ""lines"": [""1호선""]}]",,http://vlhospital.com/,,,,https://blog.naver.com/vlclinic7979,,,,6,https://m.place.naver.com/hospital/32082694/home,https://m.place.naver.com/hospital/32082694/information,https://m.place.naver.com/hospital/32082694/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-11T11:29:13.211872,2026-02-11T11:29:43.478292,[]
