NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,출처,naver_name,naver_address,naver_website,naver_category,naver_mapx,naver_mapy,naver_matched,match_reason
11822,봄씨피부과의원,의원,053-744-7504,42029,"대구광역시 수성구 달구벌대로 2491, (범어동)",,피부과_의원,봄씨피부과의원,대구광역시 수성구 달구벌대로 2491 세기빌딩,,"병원,의원>피부과",1286352020.0,358591300.0,True,address_full
11823,미소피부과의원,의원,053-761-1221,42153,"대구광역시 수성구 수성로 193, 7층 (중동)",http://www.miso4ever.co.kr/,피부과_의원,미소피부과의원,대구광역시 수성구 수성로 193 반석빌딩 7층,http://miso4ever.wcw.co.kr/,"병원,의원>피부과",1286121877.0,358427311.0,True,address_full
11824,대구세브란스피부과의원,의원,053-784-0555,42062,"대구광역시 수성구 달구벌대로 2557-1, 9,10층 (만촌동)",http://www.severanceskin.co.kr,피부과_의원,대구세브란스피부과의원,"대구광역시 수성구 달구벌대로 2557-1 jj빌딩 9층, 10층",https://severanceskin.com/,"병원,의원>피부과",1286426174.0,358592463.0,True,address_full
11825,수성동대구피부과의원,의원,053-765-9955,42155,"대구광역시 수성구 청수로 59-1, (중동)",,피부과_의원,수성동대구피부과의원,대구광역시 수성구 청수로 59-1,https://blog.naver.com/suh_der,"병원,의원>피부과",1286148070.0,358408170.0,True,address_full
11826,김피부과의원,의원,053-741-6656,42067,"대구광역시 수성구 청호로 496, (만촌동)",,피부과_의원,김피부과의원,대구광역시 수성구 청호로 496,,"병원,의원>피부과",1286461610.0,358584140.0,True,address_full
11827,만촌 더설레임피부과의원,의원,053-716-9555,42067,"대구광역시 수성구 달구벌대로 2598, 2층 (만촌동)",,피부과_의원,만촌 더설레임피부과의원,대구광역시 수성구 달구벌대로 2598 2층,http://mcthesulleim.co.kr/,"병원,의원>피부과",1286466201.0,358581887.0,True,address_full
11828,황금피부과의원,의원,053-710-4001,42149,"대구광역시 수성구 동대구로 111, 황금빌딩 3층 (황금동)",,피부과_의원,황금피부과의원,대구광역시 수성구 동대구로 111 황금빌딩 3층,http://www.gold-skin.co.kr/,"병원,의원>피부과",1286234313.0,358401307.0,True,address_full
11829,서울스마트피부과의원,의원,053-766-6800,42176,"대구광역시 수성구 청수로 156, 2층 (지산동)",,피부과_의원,서울스마트피부과의원,대구광역시 수성구 청수로 156 2층,http://smartskin.kr/,"병원,의원>피부과",1286250939.0,358392493.0,True,address_full
11830,더블유(w)피부과의원,의원,053-766-7557,42176,"대구광역시 수성구 청수로 178, 4층 (지산동)",http://www.wskin.co.kr,피부과_의원,더블유피부과의원,대구광역시 수성구 청수로 178 JS930빌딩 4층,http://www.wskin.co.kr/,"병원,의원>피부과",1286275264.0,358387419.0,True,address_full
11831,로제피부과의원,의원,053-965-1475,41098,"대구광역시 동구 안심로 106, 3층 303호 (율하동)",http://www.roseedb.com/index.php,피부과_의원,로제피부과의원 동부점,대구광역시 동구 안심로 106,http://www.roseedb.com/,"병원,의원>피부과",1286962503.0,358669901.0,True,address_full
11832,석피부과의원,의원,053-781-9663,42209,"대구광역시 수성구 지범로 188, 304호 (범물동, 리빙월드)",,피부과_의원,석피부과의원,대구광역시 수성구 지범로 188 청구리빙월드,http://seokskin.com/,"병원,의원>피부과",1286396452.0,358208805.0,True,address_full
11833,아름다운피부과의원,의원,053-784-5400,42209,"대구광역시 수성구 지범로 200, 7층 (범물동)",http://www.beauskin.co.kr,피부과_의원,아름다운피부과의원,대구광역시 수성구 지범로 200 7층,http://beauskin.co.kr,"병원,의원>피부과",1286405792.0,358201781.0,True,address_full
11834,대구오즈피부과의원,의원,053-961-0075,41086,"대구광역시 동구 금강로 2, 3층 (동호동)",,피부과_의원,대구오즈피부과의원,대구광역시 동구 금강로 2,http://오즈피부과.com,"병원,의원>피부과",1287238627.0,358672595.0,True,address_full
11835,미소핀피부과의원,의원,053-611-6600,43018,"대구광역시 달성군 유가면 테크노상업로 108, (유가읍)",,피부과_의원,미소핀피부과의원,대구광역시 달성군 유가읍 테크노상업로 108,https://misopin.tistory.com,"병원,의원>피부과",1284611352.0,356932468.0,True,address_full
11836,오오피부과의원,의원,053-716-8255,43018,"대구광역시 달성군 유가읍 테크노상업로 120, 엠스퀘어플러스 306호",,피부과_의원,오오피부과의원,대구광역시 달성군 유가읍 테크노상업로 120 현풍 M스퀘어플러스 2층,https://www.oodermclinic.com,"병원,의원>피부과",1284629007.0,356930633.0,True,address_full
11837,시지미피부과의원,의원,053-792-1212,42274,"대구광역시 수성구 달구벌대로 3204, 4층 (신매동, 시지메디빌빌딩)",,피부과_의원,시지미피부과의원,대구광역시 수성구 달구벌대로 3204 시지메디빌빌딩 4층,,"병원,의원>피부과",1287068750.0,358400240.0,True,address_full
11838,시지카톨릭피부과의원,의원,053-794-5282,42271,"대구광역시 수성구 달구벌대로 3207, 2층 (신매동)",,피부과_의원,시지카톨릭피부과의원,대구광역시 수성구 달구벌대로 3207 2층,,"병원,의원>피부과",1287078114.0,358403222.0,True,address_full
11839,김용현피부과의원,의원,053-793-6600,42271,"대구광역시 수성구 달구벌대로 3209, (신매동)",www.kpibu.com/,피부과_의원,김용현피부과의원,대구광역시 수성구 달구벌대로 3209,https://blog.naver.com/gsy433117/223181696625,"병원,의원>피부과",1287079000.0,358402420.0,True,address_full
11840,더설레임피부과의원,의원,053-816-7555,42279,"대구광역시 수성구 달구벌대로 3294, 시지퍼스트 4층 305호 (신매동)",,피부과_의원,더설레임피부과의원,대구광역시 수성구 달구벌대로 3294 시지퍼스트 3층 305호 더설레임피부과의원,http://thesulleim.co.kr,"병원,의원>피부과",1287159291.0,358363826.0,True,address_full
11841,진피부과의원,의원,053-818-3210,38662,"경상북도 경산시 펜타힐즈2로 37, 힐즈스퀘어3차 501호~504호 (중산동)",,피부과_의원,진피부과의원,경상북도 경산시 펜타힐즈2로 37 힐즈스퀘어3차 5층,http://www.jinpibu.com,"병원,의원>피부과",1287186826.0,358274631.0,True,address_full
11842,한피부과의원,의원,053-815-3350,38622,"경상북도 경산시 경안로39길 2, (중방동)",,피부과_의원,한피부과의원,경상북도 경산시 경안로39길 2,,"병원,의원>피부과",1287367140.0,358247799.0,True,address_full
11843,스마일피부과의원,의원,053-243-7575,38623,"경상북도 경산시 중앙로 77, 4층 (중방동)",,피부과_의원,스마일피부과의원,경상북도 경산시 중앙로 77 4층,http://smilederma.co.kr/,"병원,의원>피부과",1287353111.0,358232730.0,True,address_full
11844,크린피부과의원,의원,053-816-1090,38622,"경상북도 경산시 중앙로 81, 4층 (중방동)",,피부과_의원,크린피부과의원,경상북도 경산시 중앙로 81,,"병원,의원>피부과",1287358175.0,358236524.0,True,address_full
11845,김피부과의원,의원,054-332-5444,38888,"경상북도 영천시 시장로 55, 3층 (완산동)",,피부과_의원,김피부과의원,경상북도 영천시 시장로 55 3층,,"병원,의원>피부과",1289362866.0,359637128.0,True,address_full
11846,강피부과의원,의원,062-973-0107,62274,"광주광역시 광산구 첨단중앙로 170, (쌍암동)",,피부과_의원,강피부과의원,광주광역시 광산구 첨단중앙로 170,,"병원,의원>피부과",1268420861.0,352203779.0,True,address_full
11847,첨단밝은얼굴피부과의원,의원,062-974-4131,62275,"광주광역시 광산구 임방울대로 805, 2층 (쌍암동)",,피부과_의원,첨단밝은얼굴피부과의원,광주광역시 광산구 임방울대로 805 2층 피부과,http://bright-face.co.kr/,"병원,의원>피부과",1268465047.0,352182375.0,True,address_full
11848,미모아피부과의원,의원,062-973-7577,62276,"광주광역시 광산구 임방울대로 788, 3층 (월계동)",http://www.mimoaskin.com/,피부과_의원,미모아피부과의원,광주광역시 광산구 임방울대로 788 SM타워빌딩 3층,http://www.mimoaskin.com/,"병원,의원>피부과",1268445069.0,352173509.0,True,address_full
11849,셀피부과의원,의원,062-419-0530,62276,"광주광역시 광산구 첨단중앙로 104, 302.303호 (월계동)",,피부과_의원,셀피부과의원,광주광역시 광산구 첨단중앙로 104,http://www.cellskin.co.kr,"병원,의원>피부과",1268432897.0,352146169.0,True,address_full
11850,오라클피부과의원,의원,062-714-3311,61074,"광주광역시 북구 하서로 395, 1층 (양산동)",,피부과_의원,오라클피부과의원,광주광역시 북구 하서로 395 빛고을여성병원 1층,https://kjoracle.com,"병원,의원>피부과",1268736234.0,352103889.0,True,address_full
11851,이지에이피부과의원,의원,062-419-1100,61087,"광주광역시 북구 첨단연신로 97, 솔로몬타워 4층  호 (신용동)",,피부과_의원,이지에이피부과의원,광주광역시 북구 첨단연신로 97,,"병원,의원>피부과",1268640074.0,352065629.0,True,address_full
11852,밝은피부과의원,의원,062-575-5999,61040,"광주광역시 북구 설죽로 495, 2층 (일곡동)",,피부과_의원,밝은피부과의원,광주광역시 북구 설죽로 495,,"병원,의원>피부과",1268981630.0,352034260.0,True,address_full
11853,참좋은피부과의원,의원,062-573-8588,61062,"광주광역시 북구 설죽로 351, 2층 (매곡동)",,피부과_의원,참좋은피부과의원,광주광역시 북구 설죽로 351 2층,,"병원,의원>피부과",1268989068.0,351908419.0,True,address_full
11854,밝은얼굴피부과의원,의원,062-953-8273,62247,"광주광역시 광산구 임방울대로 355, 6층일부, 7층 (수완동)",,피부과_의원,밝은얼굴피부과의원 수완본점,광주광역시 광산구 임방울대로 355 7층,http://www.brightface.co.kr/new/,"병원,의원>피부과",1268234441.0,351918362.0,True,address_full
11855,하얀피부과의원,의원,062-962-8575,62252,"광주광역시 광산구 신창로 64, 프뤼몰타운 3층 303호 (신창동)",http://www.skin8275.co.kr/index.asp,피부과_의원,하얀피부과의원,광주광역시 광산구 신창로 64 프뤼몰타운 3층,http://www.skin8275.co.kr/index.asp,"병원,의원>피부과",1268373037.0,351909266.0,True,address_full
11856,오라클피부과의원,의원,062-953-2254,62224,"광주광역시 광산구 장신로 85, 수영빌딩 5층 501호 (장덕동)",,피부과_의원,오라클피부과의원 수완점,광주광역시 광산구 장신로 85 수영빌딩 5층 501호,https://blog.naver.com/suwan-oracle,"병원,의원>피부과",1268194434.0,351911952.0,True,address_full
11857,시스템피부과의원,의원,062-710-2100,62306,"광주광역시 광산구 임방울대로 342, 6층 603, 604호 (수완동)",,피부과_의원,시스템피부과의원,광주광역시 광산구 임방울대로 342 6층,https://systemskin.kr/,"병원,의원>피부과",1268243181.0,351903864.0,True,address_full
11858,수완하얀피부과의원,의원,062-955-8582,62225,"광주광역시 광산구 장신로 82, 6층 (장덕동)",,피부과_의원,수완하얀피부과의원,광주광역시 광산구 장신로 82 보강빌딩 6층,http://whiteskinsw.co.kr,"병원,의원>피부과",1268187489.0,351904384.0,True,address_full
11859,대영피부과의원,의원,062-268-3533,61133,"광주광역시 북구 서하로 380, 2층 (문흥동)",,피부과_의원,대영피부과의원,광주광역시 북구 서하로 380 2층 대영피부과의원,http://pf.kakao.com/_xdyySn,"병원,의원>피부과",1269215922.0,351854036.0,True,address_full
11860,김진권피부과의원,의원,055-532-8820,50324,"경상남도 창녕군 창녕읍 창녕대로 65, 백민빌딩 3층",,피부과_의원,김진권피부과의원,경상남도 창녕군 창녕읍 창녕대로 65 백민빌딩 3층,,"병원,의원>피부과",1284944612.0,355389806.0,True,address_full
11861,고운피부과의원,의원,062-524-2727,61256,"광주광역시 북구 북문대로 113, 2층 (운암동)",,피부과_의원,고운피부과의원,광주광역시 북구 북문대로 113,,"병원,의원>피부과",1268751331.0,351793363.0,True,address_full
11862,늘봄피부과의원,의원,062-716-2738,61100,"광주광역시 북구 북문대로 88, 2층 205,206,207호 (운암동, 운암2차 남양휴튼)",,피부과_의원,늘봄피부과의원,광주광역시 북구 북문대로 88 운암남양휴튼2차 상가 2층 205호,https://nbderma.co.kr,"병원,의원>피부과",1268773738.0,351782710.0,True,address_full
11863,수피부과의원,의원,062-383-7900,62328,"광주광역시 광산구 사암로 398, 3층 301호 (월곡동)",,피부과_의원,수피부과의원,광주광역시 광산구 사암로 398 손강빌딩,,"병원,의원>피부과",1268085421.0,351797388.0,True,address_full
11864,참고은피부과의원,의원,062-223-3377,61195,"광주광역시 북구 동문대로 154, 7층 (두암동)",,피부과_의원,참고은피부과의원,광주광역시 북구 동문대로 154,https://blog.naver.com/cgederma7,"병원,의원>피부과",1269281270.0,351762177.0,True,address_full
11865,운남피부과의원,의원,062-952-0022,62314,"광주광역시 광산구 하남대로 292, 3층 (운남동)",,피부과_의원,운남피부과의원,광주광역시 광산구 하남대로 292 3층,,"병원,의원>피부과",1268255190.0,351787890.0,True,address_full
11866,오성훈피부과의원,의원,062-527-8405,61261,"광주광역시 북구 북문대로 47, 1층 (운암동)",,피부과_의원,오성훈피부과의원,광주광역시 북구 북문대로 47,,"병원,의원>피부과",1268804814.0,351754387.0,True,address_full
11867,그린피부과의원,의원,062-266-0266,61192,"광주광역시 북구 동문대로 123, 4층 (우산동)",,피부과_의원,그린피부과의원,광주광역시 북구 동문대로 123,,"병원,의원>피부과",1269257695.0,351741422.0,True,address_full
11868,맑은피부과의원,의원,062-528-1415,61261,"광주광역시 북구 북문대로 37, 3층 (운암동)",http://www.clear-skin.co.kr,피부과_의원,맑은피부과의원,광주광역시 북구 북문대로 37 3층,,"병원,의원>피부과",1268813580.0,351749310.0,True,address_full
11869,라라피부과의원,의원,062-444-8275,61198,"광주광역시 북구 동문대로 82, 6층 601,602호 (두암동)",,피부과_의원,라라피부과의원,"광주광역시 북구 동문대로 82 6층 601호, 602호",http://raraderma.co.kr,"병원,의원>피부과",1269231276.0,351709929.0,True,address_full
11870,아름다운피부과의원,의원,062-525-8575,61402,"광주광역시 동구 중앙로 358, 2층 (계림동)",,피부과_의원,아름다운피부과의원,광주광역시 동구 중앙로 358 주상복합상가2층,,"병원,의원>피부과",1269202700.0,351641959.0,True,address_full
11871,베스트피부과의원,의원,062-263-7070,61159,"광주광역시 북구 삼정로 4, 2층 (두암동)",,피부과_의원,베스트피부과의원,광주광역시 북구 삼정로 4,,"병원,의원>피부과",1269373547.0,351621240.0,True,address_full
11872,박미순피부과의원,의원,062-268-7580,61409,"광주광역시 동구 갈마로 46, (산수동)",,피부과_의원,박미순피부과의원,광주광역시 동구 갈마로 46,,"병원,의원>피부과",1269353889.0,351615746.0,True,address_full
11873,닥터스피부과의원 광주신세계점,의원,062-710-3388,61932,"광주광역시 서구 죽봉대로 86, 대인빌딩 2층 (농성동)",,피부과_의원,닥터스피부과의원 광주신세계,광주광역시 서구 죽봉대로 86 2층,http://gwangjussg.doctors365.co.kr,"병원,의원>피부과",1268838663.0,351609302.0,True,address_full
11874,유앤박미래피부과의원,의원,062-367-0088,61932,"광주광역시 서구 무진대로 950, 5층 (농성동)",,피부과_의원,유앤박미래피부과의원,광주광역시 서구 무진대로 950 주식회사명안빌딩,,"병원,의원>피부과",1268846187.0,351609932.0,True,address_full
11875,최선필피부과의원,의원,062-954-2292,62359,"광주광역시 광산구 사암로 211, 4층 (우산동)",,피부과_의원,최선필피부과의원,광주광역시 광산구 사암로 211 4층 최선필피부과,https://blog.naver.com/waterman301,"병원,의원>피부과",1268080329.0,351633616.0,True,address_full
11876,메디필피부과의원,의원,062-366-3603,61932,"광주광역시 서구 죽봉대로 76, 5층 (농성동)",,피부과_의원,메디필피부과의원,광주광역시 서구 죽봉대로 76 메디필센터 5층,,"병원,의원>피부과",1268837951.0,351600668.0,True,address_full
11877,나용필모피부과의원,의원,062-363-5824,61932,"광주광역시 서구 죽봉대로 68, 4층 (농성동)",http://나용필모피부과의원.kr,피부과_의원,나용필모피부과의원,광주광역시 서구 죽봉대로 68,https://youtube.com/channel/UC3Xixh3q_QyaZxRU3wmmC8w,"병원,의원>피부과",1268837879.0,351594451.0,True,address_full
11878,화이트피부과의원,의원,062-367-1700,61932,"광주광역시 서구 죽봉대로 66, 2층 (농성동)",,피부과_의원,화이트피부과의원,광주광역시 서구 죽봉대로 66,,"병원,의원>피부과",1268838425.0,351591006.0,True,address_full
11879,연세피부과의원,의원,062-956-2788,61950,"광주광역시 서구 상무중앙로 101, 309호 (치평동)",,피부과_의원,연세피부과의원,광주광역시 서구 상무중앙로 101,,"병원,의원>피부과",1268476207.0,351559686.0,True,address_full
11880,다나피부과의원,의원,,61980,"광주광역시 서구 상무대로 1056, 3층 (화정동)",,피부과_의원,다나피부과의원,광주광역시 서구 상무대로 1056,,"병원,의원>피부과",1268773452.0,351518279.0,True,address_full
11881,뷰티스 맑은피부과의원,의원,062-385-7575,61949,"광주광역시 서구 상무중앙로 58, 6층 (치평동)",http://www.clear-skin.co.kr,피부과_의원,뷰티스맑은피부과의원,광주광역시 서구 상무중앙로 58 타임스타워빌딩 6층,https://www.instagram.com/beautis7575/,"병원,의원>피부과",1268489176.0,351521051.0,True,address_full
11882,차앤박피부과의원,의원,062-716-0123,61984,"광주광역시 서구 상무대로 992, 1층 (쌍촌동)",,피부과_의원,차앤박피부과의원,광주광역시 서구 상무대로 992 1층 차앤박피부과의원,https://blog.naver.com/cnpskin_gwangju,"병원,의원>피부과",1268704774.0,351513714.0,True,address_full
11883,기찬종피부과의원,의원,062-224-1331,61480,"광주광역시 동구 중앙로 173, (충장로4가)",,피부과_의원,기찬종피부과의원,광주광역시 동구 중앙로 173,,"병원,의원>피부과",1269140893.0,351494315.0,True,address_full
11884,닥터스피부과의원 광주상무점,의원,062-716-0757,61963,"광주광역시 서구 상무중앙로 42, 오션5빌딩 7층 (치평동)",,피부과_의원,닥터스피부과의원 광주상무,광주광역시 서구 상무중앙로 42 오션5빌딩 7층,https://gwangjusm.doctors365.co.kr,"병원,의원>피부과",1268489157.0,351505779.0,True,address_full
11885,중앙피부과의원,의원,062-226-5505,61484,"광주광역시 동구 중앙로 158-1, 3층 (황금동)",,피부과_의원,중앙피부과의원,광주광역시 동구 중앙로 158-1,,"병원,의원>피부과",1269133537.0,351481217.0,True,address_full
11886,광주고운세상피부과의원,의원,062-225-6400,61487,"광주광역시 동구 서석로 42, 5층 (광산동)",http://www.beautyforever.co.kr,피부과_의원,광주고운세상피부과,광주광역시 동구 서석로 42,http://www.beautyforever.co.kr/,"병원,의원>피부과",1269182055.0,351463712.0,True,address_full
11887,더모헤어플란트피부과의원,의원,062-382-7200,61962,"광주광역시 서구 상무중앙로 9, 4층 (치평동)",,피부과_의원,더모헤어플란트피부과의원,광주광역시 서구 상무중앙로 9 동양빌딩 4층,https://blog.naver.com/hairplanter,"병원,의원>피부과",1268479525.0,351476985.0,True,address_full
11888,미지예피부과의원,의원,062-382-7002,61962,"광주광역시 서구 상무중앙로 9, 동양빌딩 5층 (치평동)",http://www.skin-clinic.co.kr/,피부과_의원,미지예피부과의원,광주광역시 서구 상무중앙로 9 5층,http://www.skin-clinic.co.kr/,"병원,의원>피부과",1268479152.0,351477616.0,True,address_full
11889,이승철피부과의원,의원,062-371-8575,61486,"광주광역시 동구 제봉로 57, 3층 (남동)",,피부과_의원,이승철피부과의원,광주광역시 동구 제봉로 57 3층,http://www.drleeskin.co.kr,"병원,의원>피부과",1269207654.0,351436582.0,True,address_full
11890,본피부과의원,의원,062-381-9191,62026,"광주광역시 서구 염화로 89, 5층 (화정동)",,피부과_의원,본피부과의원,광주광역시 서구 염화로 89 5층 본피부과의원,,"병원,의원>피부과",1268742541.0,351424836.0,True,address_full
11892,이선영피부과의원,의원,062-944-7512,62428,"광주광역시 광산구 상무대로 258, 4층 (송정동)",http://,피부과_의원,이선영피부과의원,광주광역시 광산구 상무대로 258,,"병원,의원>피부과",1267949364.0,351414981.0,True,address_full
11893,새하얀피부과의원,의원,062-941-9575,62428,"광주광역시 광산구 내상로 7, 5층 (송정동)",,피부과_의원,새하얀피부과의원,광주광역시 광산구 내상로 7 5층,,"병원,의원>피부과",1267954163.0,351408283.0,True,address_full
11894,김영조피부과의원,의원,062-223-8275,61688,"광주광역시 남구 대남대로 135, 광주광역시 남구 대남대로 135, 4층 (봉선동)",http://www.skin8282.co.kr/,피부과_의원,김영조피부과의원,광주광역시 남구 대남대로 135 린나이봉선점,http://www.skin8282.co.kr/,"병원,의원>피부과",1269101398.0,351337310.0,True,address_full
11895,전남피부과의원,의원,062-232-2280,61458,"광주광역시 동구 남문로 699, 2층 (학동)",,피부과_의원,전남피부과의원,광주광역시 동구 남문로 699,,"병원,의원>피부과",1269279788.0,351329890.0,True,address_full
11896,마레피부과의원,의원,062-223-0693,61458,"광주광역시 동구 남문로 693, 3-4층 (학동)",,피부과_의원,마레피부과의원,광주광역시 동구 남문로 693 3층,http://www.mareetology.com,"병원,의원>피부과",1269282249.0,351325293.0,True,address_full
11897,정피부과의원,의원,062-374-7413,62036,"광주광역시 서구 운천로 10, 3층 (금호동)",,피부과_의원,정피부과의원,광주광역시 서구 운천로 10,,"병원,의원>피부과",1268595570.0,351334326.0,True,address_full
11898,은피부과의원,의원,062-682-2600,62014,"광주광역시 서구 금화로 96, 3층 (금호동)",,피부과_의원,은피부과의원,광주광역시 서구 금화로 96,,"병원,의원>피부과",1268591010.0,351320590.0,True,address_full
11899,예사랑피부과의원,의원,062-651-6933,62014,"광주광역시 서구 금화로 90, 3층 (금호동)",,피부과_의원,예사랑피부과의원,광주광역시 서구 금화로 90,,"병원,의원>피부과",1268585477.0,351319427.0,True,address_full
11900,바른피부과의원,의원,062-461-2999,61696,"광주광역시 남구 봉선2로 41, 스카이빌딩 6층 601호 (봉선동)",,피부과_의원,바른 피부과의원,광주광역시 남구 봉선2로 41 6층,https://blog.naver.com/khr882,"병원,의원>피부과",1269108940.0,351258876.0,True,address_full
11901,미앤사랑피부과의원,의원,062-576-6777,62058,"광주광역시 서구 풍암중앙로 41, 3층 (풍암동)",,피부과_의원,미앤사랑피부과의원,광주광역시 서구 풍암중앙로 41,http://mlove.co.kr/,"병원,의원>피부과",1268789336.0,351251518.0,True,address_full
11902,오라클피부과의원,의원,062-655-8400,61702,"광주광역시 남구 제석로 104, 5층 (봉선동)",,피부과_의원,오라클피부과의원,광주광역시 남구 제석로 104,http://oraclekjbs.com,"병원,의원>피부과",1269078376.0,351241944.0,True,address_full
11903,아름다운피부과의원,의원,062-675-5632,61686,"광주광역시 남구 봉선로 205, 201호 (봉선동)",,피부과_의원,아름다운피부과의원,광주광역시 남구 봉선로 205 플러스존 2층 212호 아름다운피부과의원,,"병원,의원>피부과",1269175625.0,351225987.0,True,address_full
11904,물빛피부과의원,의원,062-361-7575,61725,"광주광역시 남구 서문대로701번길 2, 8층 (진월동)",,피부과_의원,물빛피부과의원,광주광역시 남구 서문대로701번길 2 넥스타워 8층,https://www.instagram.com/water_light_skinclinic,"병원,의원>피부과",1268980957.0,351222027.0,True,address_full
11905,진아름다운피부과의원,의원,062-655-8100,61709,"광주광역시 남구 서문대로 686, 4층 (진월동)",,피부과_의원,진아름다운피부과의원,광주광역시 남구 서문대로 686 교육타워 4층,,"병원,의원>피부과",1268990669.0,351206470.0,True,address_full
11906,더퍼스트피부과의원,의원,062-671-1028,61727,"광주광역시 남구 서문대로 665, 204호 (진월동)",,피부과_의원,더퍼스트피부과의원 광주,광주광역시 남구 서문대로 665 204호,http://dermathefirst.com/,"병원,의원>피부과",1268986200.0,351190300.0,True,address_full
11907,포항휴먼피부과의원,의원,054-727-7267,37576,"경상북도 포항시 북구 새천년대로 1149, 스파밸리 101, 201호 (장성동)",,피부과_의원,포항휴먼피부과의원,"경상북도 포항시 북구 새천년대로 1149 101호, 201호",http://phhuman.co.kr/,"병원,의원>피부과",1293733001.0,360713216.0,True,address_full
11908,맑은세상피부과의원,의원,054-231-5600,37593,"경상북도 포항시 북구 장량로 160, 501호 (양덕동)",,피부과_의원,맑은세상피부과의원,경상북도 포항시 북구 장량로 160 메디컬닥터스빌딩 5층,http://clearskin.co.kr/,"병원,의원>피부과",1293979460.0,360815093.0,True,address_full
11909,조익피부과의원,의원,054-282-8863,37682,"경상북도 포항시 북구 새천년대로 529, (득량동)",,피부과_의원,조익피부과의원,경상북도 포항시 북구 새천년대로 529,,"병원,의원>피부과",1293500891.0,360221997.0,True,address_full
11910,고운피부과의원,의원,054-241-0105,37736,"경상북도 포항시 북구 불종로 57, (상원동)",http://www.lovelyskin.co.kr,피부과_의원,고운피부과의원,경상북도 포항시 북구 불종로 57 두꺼비약국2층,http://www.lovelyskin.co.kr/,"병원,의원>피부과",1293661496.0,360384228.0,True,address_full
11912,아름다운피부과의원,의원,054-246-6990,37741,"경상북도 포항시 북구 죽도로 55, (죽도동)",,피부과_의원,아름다운피부과의원,경상북도 포항시 북구 죽도로 55,https://www.instagram.com/arumdaun_ph,"병원,의원>피부과",1293664497.0,360330317.0,True,address_full
11913,고운권호준피부과의원,의원,054-282-2027,37755,"경상북도 포항시 북구 포스코대로 288, 3층 (죽도동, 미르빌딩)",,피부과_의원,고운권호준피부과의원,경상북도 포항시 북구 포스코대로 288 미르빌딩3층,,"병원,의원>피부과",1293553011.0,360199667.0,True,address_full
11914,김석주피부과의원,의원,054-232-7575,37780,"경상북도 포항시 북구 중흥로 228, (죽도동)",,피부과_의원,김석주피부과의원,경상북도 포항시 북구 중흥로 228,https://damian.co.kr,"병원,의원>피부과",1293590311.0,360235554.0,True,address_full
11915,화인피부과화인비뇨기과의원,의원,054-278-8275,37769,"경상북도 포항시 남구 중흥로 84, 1,2층 (상도동)",,피부과_의원,화인피부과화인비뇨기과의원,"경상북도 포항시 남구 중흥로 84 1, 2층",http://www.pibufine.com/,"병원,의원>피부과",1293503768.0,360127508.0,True,address_full
11916,이피부과의원,의원,054-742-1494,38145,"경상북도 경주시 화랑로 93, (동부동)",,피부과_의원,이피부과의원,경상북도 경주시 화랑로 93,,"병원,의원>피부과",1292110619.0,358448117.0,True,address_full
11918,고운피부과의원,의원,054-776-6886,38147,"경상북도 경주시 원화로 282, (성동동)",,피부과_의원,고운피부과의원,경상북도 경주시 원화로 282 2층 고운피부과의원,,"병원,의원>피부과",1292175084.0,358459237.0,True,address_full
11919,서울피부과의원,의원,055-351-0094,50427,"경상남도 밀양시 중앙로 381, 4-5층 (내이동, 보람빌딩)",,피부과_의원,서울피부과의원,경상남도 밀양시 중앙로 381,,"병원,의원>피부과",1287511375.0,354956346.0,True,address_full
11920,나주고운피부과의원,의원,061-337-3300,58255,"전라남도 나주시 나주로 204, (성북동)",,피부과_의원,나주고운피부과의원,전라남도 나주시 나주로 204 한국약국,http://www.goundoctor.com/,"병원,의원>피부과",1267218750.0,350346330.0,True,address_full
11921,해맑은피부과의원,의원,745-7567,52753,"경상남도 진주시 촉석로 199, 3층 (대안동)",http://www.pibu119.co.kr/,피부과_의원,해맑은피부과의원,경상남도 진주시 촉석로 199 3층,http://www.pibu119.co.kr/,"병원,의원>피부과",1280838085.0,351957733.0,True,address_full
11923,미지예피부과의원 나주혁신점,의원,061-334-7002,58325,"전라남도 나주시 빛가람로 676, 씨티원 빌딩 407호 (빛가람동)",,피부과_의원,미지예피부과의원 나주혁신점,전라남도 나주시 빛가람로 676 4층 미지예피부과,,"병원,의원>피부과",1267855406.0,350208050.0,True,address_full
11924,진주연피부과의원,의원,,52676,"경상남도 진주시 진양호로 313, 3, 4층 (신안동)",,피부과_의원,진주연피부과의원,"경상남도 진주시 진양호로 313 3, 4층",https://www.jinjuyeon.com,"병원,의원>피부과",1280658463.0,351811938.0,True,address_full
11925,미앤뉴피부과의원,의원,055-757-2224,52768,"경상남도 진주시 도동로 233, 4층 (하대동)",,피부과_의원,미앤뉴피부과의원,경상남도 진주시 도동로 233 4층,https://blog.naver.com/mnn7572224,"병원,의원>피부과",1281218252.0,351911929.0,True,address_full
11926,고운피부과의원,의원,055-746-3020,52703,"경상남도 진주시 순환로 527, 2층 (평거동, 좋은메디컬빌딩)",,피부과_의원,고운피부과의원,경상남도 진주시 순환로 527 좋은메디컬빌딩 2층,http://www.jjgoun.co.kr/,"병원,의원>피부과",1280613797.0,351710765.0,True,address_full
